name,tel,addr,addr2,Latitude,Longitude,menu,price,thumb,rating,count,가성비좋은,분위기좋은,감성카페,고급스러운,조용한,깔끔한,디저트,인테리어,사진찍기좋은,이색적인,뷰가좋은,예쁜,동네핫플
오잇,0507-1418-2073,용산동2가 1-471,용산동,37.5454795,126.9850566,"['크로플', '디카페인/오트밀크 옵션 추가', '에스프레소']","[11000, 500, 4000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191023_151%2F1571802376942rUqFr_JPEG%2Fv_CVFxrsHNkaxXa3A_-aU2D5.jpeg.jpg,4.45,1,0,1,1,1,1,1,1,0,1,1,1,1,0
잎차,0507-1440-2826,용산동2가 1-486,용산동,37.5449878,126.9849818,"['밀크티', '말차 빙수', '흑임자 테린느']","[5500, 9000, 6000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211111_227%2F16366165502449lInS_JPEG%2F22222.jpg,2.62,1,1,1,0,0,1,0,1,0,1,1,0,0,0
카페 다포딜,0507-1391-1361,용산동2가 1-349,용산동,37.545869,126.9828853,"['필터커피', '크림브륄레', '다포딜라떼']","[6000, 4500, 5500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220901_251%2F1661963356919pvLXa_JPEG%2F319196F2-B7DA-430B-A3A8-F7230146E8D9.jpeg,4.78,1,1,1,0,1,1,0,0,1,0,1,0,1,1
카페 마우시,0507-1313-8615,용산동2가 16-12,용산동,37.5454401,126.9861389,"['아메리카노', '마우시라떼', '크로플과 함께 아이스크림']","[3700, 5500, 5000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220421_82%2F1650548251861S9v3M_JPEG%2F54470AC5-D046-4B7C-8FE5-ADB61C099C16.jpeg,2.68,1,0,1,1,1,1,1,1,1,1,0,1,0,1
카페 무자기,02-3789-7682,용산동2가 1-549,용산동,37.5453341,126.9842856,['메뉴 준비중'],[9999],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220727_224%2F1658886050835Fjvws_JPEG%2FKakaoTalk_20220714_170715028.jpg,4.49,1,0,0,1,0,0,1,0,0,1,1,0,0,1
카페타자기,0507-1324-2286,용산동2가 1-508,용산동,37.5451904,126.9848647,"['초코타자기', '아메리카노', '초코정복']","[6500, 5000, 6500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181010_295%2F1539148308803EWUIt_JPEG%2FyzVSEQqYNxmIwJHSJl3u230x.jpeg.jpg,4.5,1,1,0,1,1,1,0,0,0,0,1,1,1,1
코타티 해방촌,070-4042-0228,용산동2가 26-6,용산동,37.5434255,126.9881499,"['두 가지 맛(500ml(프리미엄 선택불가))', '두 가지 맛(500ml(프리미엄+스탠다드선택가능))', '네 가지 맛(1000ml(프리미엄 선택불가))']","[21000, 25000, 33000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211124_206%2F16377241943284OkiI_PNG%2FUntitled-2-01.png,4.41,1,1,0,1,0,0,0,0,1,1,1,1,0,1
크레마노 해방촌점,0507-1341-8526,용산동2가 1-45,용산동,37.5452536,126.9851898,"['에스프레소', '스트라파짜또', '콘판나']","[2300, 2800, 2800]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220831_215%2F16619555009802yAA3_JPEG%2F1660302364961.jpg,2.34,1,0,1,0,0,0,0,1,0,0,0,1,0,0
키세키 동부이촌점,02-749-5044,용산동6가 69-167,용산동,37.5173454,126.985164,"['오리지널 FULL', '초코 FULL', '딸기 FULL']","[17000, 17000, 17000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190625_56%2F1561472690014hCofp_JPEG%2FZPxmfdh5o7Va0YS4d_GBsntO.jpeg.jpg,4.4,1,1,1,1,0,0,1,0,1,1,1,1,0,0
토스티데이즈,0507-1327-1404,용산동2가 1-510,용산동,37.5451578,126.9848482,"['프렌치 토스트 (시그니처)', '핸드드립커피']","[8500, 5000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220612_299%2F1655028117152AYCOA_JPEG%2F47D72442-8638-4880-92FE-4E46C0B5AA5B.jpeg,4.76,1,1,0,1,1,1,0,0,0,1,1,0,0,0
투썸플레이스 용산LS타워점,02-749-3323,용산동5가 419,용산동,37.5261782,126.9746368,"['니트로콜드브루', '니트로콜드브루 라떼', '카페 아메리카노']","[4800, 5300, 4100]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200612_83%2F1591952013270AeHnQ_JPEG%2FpheNNHntqQW-15IV1PKmY_53.jpeg.jpg,4.37,1,0,0,0,1,0,0,1,0,1,1,1,0,1
파크15,02-6368-1531,용산동5가 2-28,용산동,37.5287123,126.9702116,"['Latte', '보성 말차 라떼', 'americano']","[4500, 5000, 3800]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210516_200%2F1621143595066q6eb8_JPEG%2Fmo87peBjdtTTMd4ivuaMQqmk.jpeg.jpg,4.52,1,0,0,0,0,0,1,0,0,1,0,1,1,1
파파도나스 해방촌점,0507-1407-1180,용산동2가 5-1612,용산동,37.5391177,126.9864792,"['도나스 박스', '생크림도넛', '찰떡 도나스']","[10000, 3000, 1300]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200610_21%2F1591761563995Dpgsx_JPEG%2Fb3Zs686IrtnZNXMFvpZOSIig.jpeg.jpg,4.41,1,1,1,1,1,0,0,1,1,0,1,0,1,0
팻캣,02-797-2970,용산동2가 46,용산동,37.5409412,126.9870791,"['타이거 비프', '로스트 비프', '풀포크 아호가다']","[10500, 14000, 10000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200101_6%2F1577875027964Una5r_JPEG%2F1uGF7BCLfk5JsJyOkZ3Nmsc5.jpg,4.67,1,1,1,0,1,1,0,1,1,0,0,1,1,0
풀리쉬랩,0507-1316-6807,용산동2가 16-10,용산동,37.545336,126.9862886,"['바나나푸딩', '데이지 크림라떼 (Only ice)', '플라워에이드']","[6500, 5800, 7000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220111_296%2F1641876298259e3tDa_JPEG%2FEC8840FB-222F-4335-8DB5-04FB475EB11F.jpeg,4.72,1,0,1,1,1,1,1,1,0,0,0,1,0,1
AUZ,0507-1333-8685,원효로1가 133-3,원효로동,37.5380677,126.9676185,"['쉬림프 베이크드 에그 스튜', '살몬 에그베네딕트', '베이컨 에그베네딕트']","[17000, 17000, 17000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190715_248%2F1563190982448365Tq_JPEG%2Fh6iKzd6XvEFf3xSLRtpmERaZ.jpg,2.19,1,1,0,1,1,1,1,1,0,0,1,1,1,0
MORAE,070-4010-1125,원효로1가 44-13,원효로동,37.5398018,126.969327,"['아메리카노 - hot', '아메리카노 - ice', '카페라떼 - hot']","[4000, 4500, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211108_142%2F1636371421086wOndz_JPEG%2FD4ZbZjG6h2vbLijJR02eYFi7.jpeg.jpg,2.59,1,1,1,1,0,0,1,0,0,0,0,0,1,1
공부의신스터디카페 용산원효센터,0507-1343-6341,원효로4가 142-1,원효로동,37.5335189,126.9505024,['2시간'],[3000],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201020_127%2F1603181557438eAyxT_JPEG%2FC-6srvNI6mpwyB4mvoF6-SVI.jpg,2.24,1,1,1,0,0,0,0,0,1,1,0,0,0,0
달마이어,02-3271-2099,원효로4가 114-38,원효로동,37.5318133,126.9516249,"['아메리카노', '카페라떼', '바닐라라떼']","[1800, 3000, 3300]",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200410_139%2F15864794394116COiV_JPEG%2Fuqk8JmWgH3FPz4fSceuBDddq.jpg,2.15,1,1,1,1,1,0,0,1,1,1,0,1,1,1
뚜레쥬르 용산리첸시아점,02-706-6600,원효로1가 133-3,원효로동,37.5380677,126.9676185,"['매쉬 포테이토 덕', '피자덕', '딸기 마카롱 도넛']","[3200, 3200, 1600]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210106_72%2F1609892145530WzQVO_PNG%2F8_hfbMTE1Wa5P5y89_erZL6Y.png,2.81,1,0,0,0,1,0,0,1,1,0,1,0,0,1
로지커피,0507-1376-8020,원효로1가 43-19,원효로동,37.5392717,126.9693931,"['로지 시그니쳐 티라미수 (디쉬 / 테이크아웃)', '오늘의 커피(트리니티 드립)', '핸드드립']","[7000, 4500, 7000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190528_168%2F1558971660645OFnt3_PNG%2FFzPuzuq-Ik1Ph1OovR1_Aoa4.PNG.png,2.32,1,1,0,0,1,0,1,1,1,0,1,1,0,0
루트카페,0507-1481-3058,원효로4가 93,원효로동,37.5329624,126.9527776,"['루트라떼\n주문수 1', '에스프레소', '아메리카노']","[4200, 3000, 3000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190710_150%2F1562755238579uL6nq_JPEG%2Fub6EVrF_Y5XW3ti3uXoJ7Bk3.jpeg.jpg,2.82,1,1,0,1,0,0,0,0,1,0,1,1,1,0
마마스푸드,02-712-1250,원효로1가 134,원효로동,37.5415445,126.9672763,"['마마스 시그니쳐', '스프', '모짜렐라 토마토 파니니']","[18500, 7800, 12800]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210712_41%2F16260481320344VBIe_JPEG%2F%25BA%25EA%25B7%25A3%25B5%25E5%25B7%25CE%25B0%25ED_cafemamas%2528%25C0%25FC%25C3%25BC%2529.jpg,2.05,1,1,0,0,0,1,0,0,1,1,1,0,1,1
말라카이트,0507-1306-7954,원효로1가 107-1,원효로동,37.5416415,126.9697101,"['젤라또(1컵, 2가지맛 선택 가능)', '프라페', '에이드']","[4800, 6500, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210204_141%2F161242527257052ByK_JPEG%2FDUycKeOCWO_veA6NRH1vO65N.jpeg.jpg,2.96,1,0,0,0,0,1,0,0,1,1,0,0,0,0
몽소,0507-1392-7645,원효로1가 112-4,원효로동,37.5409159,126.970399,"['아쌈 밀크티', '수제 딸기우유', '수제 망고우유']","[4500, 4500, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191006_274%2F1570364628122msgL7_JPEG%2F2gUoMs6dmsxCHmfdQX-qubBy.jpg,2.01,1,1,1,0,0,1,0,1,0,0,1,1,1,1
바그,0507-1367-1543,원효로2가 76-12,원효로동,37.5373367,126.9635743,"['아메리카노', '카페라떼', '바그라떼']","[4500, 5000, 6000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211006_214%2F1633501515547OK8iE_JPEG%2FRA7cZlhg8bqNAtrqSLygrnxr.jpeg.jpg,2.64,1,0,1,1,1,1,1,1,1,1,0,0,0,0
베이커리무이,0507-1394-0026,원효로1가 28-1,원효로동,37.5396023,126.9669082,"['소금빵', '크림 크러핀', '메론 데니쉬']","[2500, 4500, 3300]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210107_78%2F1609949010350q6nLz_JPEG%2F_q7qtt4MV2Fzaw0Bg5IP_kMu.jpg,2.05,1,1,1,1,1,0,1,1,0,0,1,0,1,0
스타벅스 용산리첸시아점,1522-3232,원효로1가 133-3,원효로동,37.5380677,126.9676185,"['카페 아메리카노', '블랙 글레이즈드 라떼', '그린 애플 캐모마일 티']","[4500, 6300, 6100]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png,2.36,1,1,0,0,0,0,0,0,0,0,1,1,1,1
스터,0507-1326-9039,원효로1가 43-8,원효로동,37.538979,126.9693009,"['브레드 & 버터 30% 할인 중', '이외에도 다양한 메뉴들이 있습니다!', '베리프레소 VERYPRESSO']","[66500, 500, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210121_27%2F1611241093355VA7tt_JPEG%2FWSWIAdljcGcwEtwfZKWjMOGi.jpeg.jpg,2.21,1,1,1,0,1,1,0,0,0,1,1,0,0,0
스테이션비 카페앤펍,0507-1472-0178,원효로1가 43-1,원효로동,37.5395237,126.9696668,"['비터', '스윗', '아메리카노']","[4000, 4000, 3500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210215_298%2F1613385039943kzTuN_JPEG%2FYjVwFhGJx-qRslm2bm-aukya.jpg,2.89,1,1,1,0,1,1,1,1,1,1,1,1,1,1
언니의식빵가게,02-6080-8779,원효로1가 28-50,원효로동,37.5388134,126.9670537,['시나몬식빵'],[5000],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170706_56%2F14993131891877tHuk_JPEG%2F186655554341993_0.jpeg,2.91,1,1,0,0,1,1,1,1,1,0,0,1,0,0
오자매커피,0507-1332-6643,원효로3가 23-1,원효로동,37.5351196,126.9577813,['아메리카노'],[4500],https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220524_266%2F1653381790131C4rIY_JPEG%2FIMG_0700.,2.04,1,0,1,0,0,0,0,0,1,0,0,0,1,0
오츠커피 용산점,0507-1371-5542,원효로1가 48-8,원효로동,37.540371,126.9677508,"['아인슈페너', '오츠라떼', '에스프레소']","[5500, 4500, 4000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201217_252%2F16082129262022ujXs_JPEG%2F69EDSzjTd-kN7eYQ93bu8u8P.jpg,2.54,1,1,1,0,1,0,1,0,1,1,1,1,0,1
오하요 도넛,010-2745-8494,원효로1가 48-10,원효로동,37.5404084,126.9675918,"['우유크림도넛', '초코크림도넛', '블루베리도넛']","[3500, 3500, 3500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220609_178%2F1654745547002x1ek2_JPEG%2FD8690DEA-E9BE-41F3-BE47-24CC581E6AEE.jpeg,2.63,1,1,0,0,1,0,1,0,0,1,1,1,1,0
위베이크러브,0507-1332-7724,원효로1가 26-24,원효로동,37.5394597,126.9649311,"['레몬크림치즈쿠키', '초콜릿칩피칸쿠키']","[3800, 4000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220606_165%2F1654452591395becMP_JPEG%2FKakaoTalk_20210529_000910052_10.jpg,2.53,1,0,0,0,1,0,1,0,0,0,0,0,1,0
이디야커피 용문점,02-712-1113,원효로2가 88-8,원효로동,37.5358104,126.9611254,"['애플 루이보스티 세트', 'ICED 연유 밀크티', '살얼음 식혜']","[6800, 4000, 3900]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_157%2F1608286215970a0JSl_JPEG%2FxBRBneDw4GnGoXMzpdHmNh8_.jpg,2.85,1,0,0,1,1,1,0,0,0,1,1,0,1,0
이디야커피 용산원효점,02-717-2229,원효로4가 118-1,원효로동,37.5324502,126.951608,"['카페 아메리카노', '카페 라떼', '바닐라 라떼']","[3200, 3700, 3900]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_157%2F1608286215970a0JSl_JPEG%2FxBRBneDw4GnGoXMzpdHmNh8_.jpg,2.84,1,0,1,0,0,0,0,1,0,0,0,1,0,1
인디에어,02-2420-9999,원효로1가 24-20,원효로동,37.5383836,126.9652006,"['에스프레소', '아메리카노', '카페라떼/플랫화이트']","[2800, 2800, 3500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190129_178%2F1548726191774YiuQ3_JPEG%2FyhWqniwwBCGUaglByGQNLV-q.jpeg.jpg,2.44,1,0,0,0,1,1,1,0,0,0,0,0,0,1
제인스리틀쿠키숍,0507-1381-1367,원효로3가 21,원효로동,37.5344183,126.9573374,"['초콜릿 칩 쿠키', '더블 초콜릿 칩 쿠키', '말차 마카다미아 쿠키']","[3000, 3500, 3700]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_235%2F1629700288908HIe2P_PNG%2FAoVEod4b8m1YiH7JUDS3nAk7.png,2.66,1,0,1,0,0,1,0,0,0,1,0,1,1,0
친철한레시피 커피,0507-1333-2709,원효로4가 114-63,원효로동,37.5320935,126.9526426,['에스프레소'],[2500],https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200114_123%2F1578969701165OB5bx_JPEG%2F20200114_111540.jpg,2.93,1,1,1,1,0,0,0,0,1,1,0,1,0,1
카페 아임히어,010-8672-8694,원효로2가 1-6,원효로동,37.5381091,126.9650369,"['바스크치즈케이크', '아메리카노 (hot/iced)', '카페라떼']","[6000, 4000, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220822_296%2F1661171401579RXxRa_JPEG%2FBD388AFC-C8C0-4CE9-8721-46450AE6B748.jpeg,2.95,1,1,0,1,1,1,1,1,1,0,0,1,0,1
카페로찌,02-706-4036,원효로4가 120-3,원효로동,37.5330153,126.9522439,"['에스프레소', '아메리카노', '카페라떼']","[3000, 3000, 3500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210313_100%2F1615633354485g5GQM_JPEG%2FM8s9WLXXl3gsVhlPmaSkIGLf.jpeg.jpg,2.27,1,0,0,0,1,1,1,0,0,0,1,1,1,1
카페몽떼,0507-1359-9208,원효로1가 43-35,원효로동,37.5392325,126.9694389,"['아메리카노', '카페라떼', '바닐라라떼']","[3500, 4000, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220809_185%2F1660016318809UaCrH_JPEG%2F1E9D8F63-66D4-4E27-8ADE-507A23FB0A9C.jpeg,2.21,1,0,0,0,1,1,1,0,1,0,1,0,1,0
카페스스므,010-7632-5922,원효로3가 97-2,원효로동,37.5341255,126.9579581,"['아메리카노', '에스프레소', '카페라떼']","[3000, 2500, 3600]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220327_175%2F1648347632089u0M9w_JPEG%2FFA24F05E-D2BE-4C9A-9F53-67489B451DA2.jpeg,2.21,1,1,1,0,0,0,0,1,1,0,1,1,1,0
카페심볼,0507-1322-3053,원효로1가 12-20,원효로동,37.5408077,126.9685414,"['아메리카노', '카페라떼']","[2500, 3500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220910_179%2F1662812654830Mgyyx_JPEG%2FA0E84569-45E3-468F-B96E-E7864DD6572B.jpeg,2.75,1,1,1,1,1,0,1,1,0,0,1,1,1,0
커피1973,02-713-1094,원효로3가 31-2,원효로동,37.5347903,126.9587578,['아메리카노'],[1500],https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200106_153%2F1578288300312Ib1XP_JPEG%2FxUMETAEnRG3mXIEnQCerfVCc.jpg,2.06,1,0,1,0,1,1,0,0,1,0,1,0,0,1
커피더맨 용산본점,070-8802-0577,원효로1가 121-87,원효로동,37.5386872,126.9685966,"['아메리카노', '카페 라떼', 'C.T.M']","[3500, 4000, 5500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200722_166%2F1595382742196vieJo_JPEG%2FUwAd79Ikj7_UuGS_iSfSZIBW.jpg,2.16,1,1,1,1,0,1,1,1,0,0,0,1,0,1
테이블스 용산점,070-4417-1478,원효로3가 277-36,원효로동,37.5325737,126.9551737,"['아인슈페너', '초코큐브파운드', '말차초코쿠키']","[5000, 3500, 3000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210517_118%2F1621221032436bo7Mp_JPEG%2FK5cgN5nknzsXmIQPfWAXscoS.jpg,2.89,1,1,0,1,1,0,0,1,0,1,0,0,0,0
파리바게뜨 용산리첸시아점,0507-1353-6596,"원효로1가 133-3 리첸시아용산 A동118,119호",원효로동,37.5382047,126.9672214,"['리얼딸기라떼', '한입에 두번 반한 단팥크림빵', '실키롤케익']","[3900, 1600, 11000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220128_226%2F164337514935164vCK_JPEG%2FDBF61659-45C6-49AE-AF53-6D17C5B624CC.jpeg,2.91,1,1,1,1,0,1,0,0,1,1,1,1,0,1
파티시에 고재석,0507-1413-0894,원효로2가 90-13,원효로동,37.5355376,126.9609369,"['블루베리식빵', '찰식빵', '쌀식빵']","[5000, 5000, 5000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200309_88%2F1583735121049jtXTo_JPEG%2FFBRV_0t5B2M6HIik_3pqDz5E.jpeg.jpg,2.73,1,1,1,0,1,1,1,0,1,0,1,0,1,1
프리모 커피,0507-1422-1578,원효로3가 43-23,원효로동,37.5342471,126.9583637,"['자몽티', '벨기에 와플', '아메리카노']","[4500, 2000, 2500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F%2F20170302_276%2F1488441569063UG91I_JPEG%2Fimage.jpeg,2.37,1,1,1,0,0,1,0,1,1,1,0,0,1,0
홀트,0507-1487-3319,원효로2가 1-49,원효로동,37.5381506,126.9648372,"['초콜렛 무스 케이크', '피넛버터 쿠키', '아메리카노']","[6500, 3800, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220816_134%2F1660621476067C5ExQ_JPEG%2FKakaoTalk_Photo_2022-08-16-12-44-22.jpeg,2.71,1,0,1,0,0,0,1,0,0,1,1,1,0,1
Cafe Moss,02-798-0808,이촌1동 300-153,이촌동,37.5200586,126.9727842,"['에스프레소', '아메리카노', '크림아메리카노']","[5000, 5000, 5500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2F20140325_103%2Fjijiyoyo_1395754686963rl6TY_JPEG%2FP1110834.,4.27,1,0,1,1,1,1,0,1,1,0,0,0,0,0
곤트란쉐리에 동부이촌점,0507-1419-0225,이촌동 302-46,이촌동,37.5198092,126.9699075,"['크루아상', '바게트 트라디시옹', '아메리카노']","[3200, 4000, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161107_16%2F1478510690814Taq25_JPEG%2F177057585470676_0.jpeg,4.47,1,0,0,0,1,0,0,0,1,1,0,0,1,0
노들 직녀카페,02-796-2004,이촌동 376,이촌동,37.5209232,126.9597685,"['치아바타 핫도그', '치아바타 샌드위치', '아메리카노']","[5000, 5000, 5000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_49%2F1441013650485cFd4O_GIF%2F116364515935938_0.g,4.09,1,0,0,1,1,0,0,1,0,0,1,0,0,0
뉴오리진 동부이촌점,02-6272-6527,이촌동 302-43,이촌동,37.5208675,126.9701644,"['샐러드, 샌드위치 & 스프', '티 주스 & 부스트', '디저트']","[13600, 7000, 7600]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210429_126%2F1619676138562Mdllb_JPEG%2FsxBW6FiPo4vntZML5yPcy_u2.jpg,4.42,1,1,1,1,1,1,1,0,1,0,0,1,0,1
동빙고 2호점,0507-1467-7794,이촌동 302-68,이촌동,37.5209735,126.9673472,"['팥빙수', '단팥죽', '미숫가루팥빙수']","[8500, 7500, 9000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220607_272%2F1654592457600X6GPx_JPEG%2F3FE4BC94-F15A-4EF2-BCE6-972676B2202D.jpeg,4.34,1,1,1,0,0,1,1,1,1,0,1,1,1,0
동빙고 본점,02-794-7171,이촌동 301-162,이촌동,37.5186483,126.9823443,"['단팥죽', '팥빙수', '미숫가루팥빙수']","[7500, 8500, 9000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200608_64%2F15916052532856khIC_JPEG%2FTFPqhtiHEDlQ09bkd4b5nWby.jpg,4.42,1,0,1,0,1,0,1,0,1,1,1,1,0,0
땡큐그린,0507-1316-2802,이촌동 300-301,이촌동,37.5185208,126.9760327,['디톡스주스 (350ML)'],[4900],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190104_9%2F15465788294451oIdU_JPEG%2F48EZppsmUfdty8DxAyYpMXIq.jpg,2.7,1,1,1,1,0,1,0,1,0,1,0,0,0,1
리얼스터디카페 이촌2호점,010-8345-4457,이촌동 302-64,이촌동,37.5201817,126.9676851,"['시간패키지 30시간', '시간패키지 50시간', '시간패키지 100시간']","[60000, 90000, 160000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210712_299%2F1626086391156a6mxX_JPEG%2F7gZynskoWIDcZDgDoo4spnll.jpg,2.77,1,0,0,1,0,1,1,0,1,1,0,0,0,0
